protein,ligand,tag,best_affinity_kcal_mol,min_rmsd_lb_modes2plus,passed_affinity,passed_rmsd,results_dir,pymol_open
abcc9_rattus.pdb,aeruginosin98A_2D.sdf,abcc9_rattus__aeruginosin98A,-6.691,5.66,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__aeruginosin98A/out.pdb
abcc9_rattus.pdb,cyanopeptolinA_2D.sdf,abcc9_rattus__cyanopeptolinA,-5.857,1.437,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__cyanopeptolinA/out.pdb
abcc9_rattus.pdb,microcyclamide7806B_3D.sdf,abcc9_rattus__microcyclamide7806B_3D,-5.249,5.311,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__microcyclamide7806B_3D/out.pdb
abcc9_rattus.pdb,microcystineLR_2D.sdf,abcc9_rattus__microcystineLR,-6.056,1.68,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__microcystineLR/out.pdb
abcc9_rattus.pdb,microgininFR1_2D.sdf,abcc9_rattus__microgininFR1,-6.096,3.221,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_rattus__microgininFR1/out.pdb
abcc9_xenope.pdb,aerucyclamideA_3D.sdf,abcc9_xenope__aerucyclamideA_3D,-4.439,1.756,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__aerucyclamideA_3D/out.pdb
abcc9_xenope.pdb,aeruginosin98A_2D.sdf,abcc9_xenope__aeruginosin98A,-6.602,1.691,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__aeruginosin98A/out.pdb
abcc9_xenope.pdb,cyanopeptolinA_2D.sdf,abcc9_xenope__cyanopeptolinA,-5.752,1.563,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__cyanopeptolinA/out.pdb
abcc9_xenope.pdb,microcyclamide7806B_3D.sdf,abcc9_xenope__microcyclamide7806B_3D,-5.048,2.464,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__microcyclamide7806B_3D/out.pdb
abcc9_xenope.pdb,microcystineLR_2D.sdf,abcc9_xenope__microcystineLR,-5.922,2.413,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__microcystineLR/out.pdb
abcc9_xenope.pdb,microgininFR1_2D.sdf,abcc9_xenope__microgininFR1,-6.232,1.568,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_xenope__microgininFR1/out.pdb
abcc9_zebrafish.pdb,aerucyclamideA_3D.sdf,abcc9_zebrafish__aerucyclamideA_3D,-4.941,2.624,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__aerucyclamideA_3D/out.pdb
abcc9_zebrafish.pdb,aeruginosin98A_2D.sdf,abcc9_zebrafish__aeruginosin98A,-6.738,3.79,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__aeruginosin98A/out.pdb
abcc9_zebrafish.pdb,cyanopeptolinA_2D.sdf,abcc9_zebrafish__cyanopeptolinA,-6.472,2.033,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__cyanopeptolinA/out.pdb
abcc9_zebrafish.pdb,microcyclamide7806B_3D.sdf,abcc9_zebrafish__microcyclamide7806B_3D,-4.969,5.345,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__microcyclamide7806B_3D/out.pdb
abcc9_zebrafish.pdb,microcystineLR_2D.sdf,abcc9_zebrafish__microcystineLR,-6.274,1.885,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__microcystineLR/out.pdb
abcc9_zebrafish.pdb,microgininFR1_2D.sdf,abcc9_zebrafish__microgininFR1,-6.62,2.935,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcc9_zebrafish__microgininFR1/out.pdb
abcg2_rattus.pdb,aerucyclamideA_3D.sdf,abcg2_rattus__aerucyclamideA_3D,-5.538,2.149,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__aerucyclamideA_3D/out.pdb
abcg2_rattus.pdb,aeruginosin98A_2D.sdf,abcg2_rattus__aeruginosin98A,-8.074,1.647,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__aeruginosin98A/out.pdb
abcg2_rattus.pdb,cyanopeptolinA_2D.sdf,abcg2_rattus__cyanopeptolinA,-6.21,3.492,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__cyanopeptolinA/out.pdb
abcg2_rattus.pdb,microcyclamide7806B_3D.sdf,abcg2_rattus__microcyclamide7806B_3D,-5.502,4.432,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__microcyclamide7806B_3D/out.pdb
abcg2_rattus.pdb,microcystineLR_2D.sdf,abcg2_rattus__microcystineLR,-7.71,2.766,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__microcystineLR/out.pdb
abcg2_rattus.pdb,microgininFR1_2D.sdf,abcg2_rattus__microgininFR1,-6.79,2.135,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_rattus__microgininFR1/out.pdb
abcg2_xenope.pdb,aerucyclamideA_3D.sdf,abcg2_xenope__aerucyclamideA_3D,-5.551,2.359,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__aerucyclamideA_3D/out.pdb
abcg2_xenope.pdb,aeruginosin98A_2D.sdf,abcg2_xenope__aeruginosin98A,-8.19,1.781,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__aeruginosin98A/out.pdb
abcg2_xenope.pdb,cyanopeptolinA_2D.sdf,abcg2_xenope__cyanopeptolinA,-6.125,1.513,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__cyanopeptolinA/out.pdb
abcg2_xenope.pdb,microcyclamide7806B_3D.sdf,abcg2_xenope__microcyclamide7806B_3D,-5.248,1.806,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__microcyclamide7806B_3D/out.pdb
abcg2_xenope.pdb,microcystineLR_2D.sdf,abcg2_xenope__microcystineLR,-7.307,2.011,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__microcystineLR/out.pdb
abcg2_xenope.pdb,microgininFR1_2D.sdf,abcg2_xenope__microgininFR1,-7.09,3.345,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_xenope__microgininFR1/out.pdb
abcg2_zebrafish.pdb,aerucyclamideA_3D.sdf,abcg2_zebrafish__aerucyclamideA_3D,-5.545,2.549,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__aerucyclamideA_3D/out.pdb
abcg2_zebrafish.pdb,aeruginosin98A_2D.sdf,abcg2_zebrafish__aeruginosin98A,-7.247,1.804,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__aeruginosin98A/out.pdb
abcg2_zebrafish.pdb,cyanopeptolinA_2D.sdf,abcg2_zebrafish__cyanopeptolinA,-5.663,1.757,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__cyanopeptolinA/out.pdb
abcg2_zebrafish.pdb,microcyclamide7806B_3D.sdf,abcg2_zebrafish__microcyclamide7806B_3D,-5.858,2.323,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__microcyclamide7806B_3D/out.pdb
abcg2_zebrafish.pdb,microcystineLR_2D.sdf,abcg2_zebrafish__microcystineLR,-6.766,2.148,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__microcystineLR/out.pdb
abcg2_zebrafish.pdb,microgininFR1_2D.sdf,abcg2_zebrafish__microgininFR1,-6.748,10.23,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg2_zebrafish__microgininFR1/out.pdb
abcg4_daphnia.pdb,aerucyclamideA_3D.sdf,abcg4_daphnia__aerucyclamideA_3D,-4.339,1.701,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__aerucyclamideA_3D/out.pdb
abcg4_daphnia.pdb,aeruginosin98A_2D.sdf,abcg4_daphnia__aeruginosin98A,-9.198,1.9,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__aeruginosin98A/out.pdb
abcg4_daphnia.pdb,cyanopeptolinA_2D.sdf,abcg4_daphnia__cyanopeptolinA,-4.716,1.538,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__cyanopeptolinA/out.pdb
abcg4_daphnia.pdb,microcyclamide7806B_3D.sdf,abcg4_daphnia__microcyclamide7806B_3D,-4.903,2.559,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__microcyclamide7806B_3D/out.pdb
abcg4_daphnia.pdb,microcystineLR_2D.sdf,abcg4_daphnia__microcystineLR,-7.096,1.326,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__microcystineLR/out.pdb
abcg4_daphnia.pdb,microgininFR1_2D.sdf,abcg4_daphnia__microgininFR1,-7.472,1.927,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_daphnia__microgininFR1/out.pdb
abcg4_rattus.pdb,aerucyclamideA_3D.sdf,abcg4_rattus__aerucyclamideA_3D,-5.015,1.989,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__aerucyclamideA_3D/out.pdb
abcg4_rattus.pdb,aeruginosin98A_2D.sdf,abcg4_rattus__aeruginosin98A,-6.854,1.505,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__aeruginosin98A/out.pdb
abcg4_rattus.pdb,cyanopeptolinA_2D.sdf,abcg4_rattus__cyanopeptolinA,-5.667,2.371,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__cyanopeptolinA/out.pdb
abcg4_rattus.pdb,microcyclamide7806B_3D.sdf,abcg4_rattus__microcyclamide7806B_3D,-4.922,4.933,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__microcyclamide7806B_3D/out.pdb
abcg4_rattus.pdb,microcystineLR_2D.sdf,abcg4_rattus__microcystineLR,-6.789,3.188,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__microcystineLR/out.pdb
abcg4_rattus.pdb,microgininFR1_2D.sdf,abcg4_rattus__microgininFR1,-6.21,1.869,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_rattus__microgininFR1/out.pdb
abcg4_xenope.pdb,aerucyclamideA_3D.sdf,abcg4_xenope__aerucyclamideA_3D,-4.841,1.206,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__aerucyclamideA_3D/out.pdb
abcg4_xenope.pdb,aeruginosin98A_2D.sdf,abcg4_xenope__aeruginosin98A,-7.412,1.639,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__aeruginosin98A/out.pdb
abcg4_xenope.pdb,cyanopeptolinA_2D.sdf,abcg4_xenope__cyanopeptolinA,-5.081,1.706,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__cyanopeptolinA/out.pdb
abcg4_xenope.pdb,microcyclamide7806B_3D.sdf,abcg4_xenope__microcyclamide7806B_3D,-5.251,2.501,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__microcyclamide7806B_3D/out.pdb
abcg4_xenope.pdb,microcystineLR_2D.sdf,abcg4_xenope__microcystineLR,-5.799,1.795,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__microcystineLR/out.pdb
abcg4_xenope.pdb,microgininFR1_2D.sdf,abcg4_xenope__microgininFR1,-6.301,1.035,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_xenope__microgininFR1/out.pdb
abcg4_zebrafish.pdb,aerucyclamideA_3D.sdf,abcg4_zebrafish__aerucyclamideA_3D,-4.077,1.804,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__aerucyclamideA_3D/out.pdb
abcg4_zebrafish.pdb,aeruginosin98A_2D.sdf,abcg4_zebrafish__aeruginosin98A,-7.164,2.815,True,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__aeruginosin98A/out.pdb
abcg4_zebrafish.pdb,cyanopeptolinA_2D.sdf,abcg4_zebrafish__cyanopeptolinA,-4.989,1.719,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__cyanopeptolinA/out.pdb
abcg4_zebrafish.pdb,microcyclamide7806B_3D.sdf,abcg4_zebrafish__microcyclamide7806B_3D,-4.88,1.888,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__microcyclamide7806B_3D/out.pdb
abcg4_zebrafish.pdb,microcystineLR_2D.sdf,abcg4_zebrafish__microcystineLR,-6.781,1.693,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__microcystineLR,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__microcystineLR/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__microcystineLR/out.pdb
abcg4_zebrafish.pdb,microgininFR1_2D.sdf,abcg4_zebrafish__microgininFR1,-6.278,1.461,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__microgininFR1,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__microgininFR1/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg4_zebrafish__microgininFR1/out.pdb
abcg8_daphnia.pdb,aerucyclamideA_3D.sdf,abcg8_daphnia__aerucyclamideA_3D,-5.724,2.135,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__aerucyclamideA_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__aerucyclamideA_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__aerucyclamideA_3D/out.pdb
abcg8_daphnia.pdb,aeruginosin98A_2D.sdf,abcg8_daphnia__aeruginosin98A,-7.839,1.809,True,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__aeruginosin98A,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__aeruginosin98A/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__aeruginosin98A/out.pdb
abcg8_daphnia.pdb,cyanopeptolinA_2D.sdf,abcg8_daphnia__cyanopeptolinA,-6.071,1.797,False,True,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__cyanopeptolinA,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__cyanopeptolinA/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__cyanopeptolinA/out.pdb
abcg8_daphnia.pdb,microcyclamide7806B_3D.sdf,abcg8_daphnia__microcyclamide7806B_3D,-6.316,3.476,False,False,/Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__microcyclamide7806B_3D,pymol /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__microcyclamide7806B_3D/receptor_nowat.pdb /Users/user/Desktop/Projet_long/docking/results/FAST/abcg8_daphnia__microcyclamide7806B_3D/out.pdb
